年份,节日,主题,数据点,数值,单位,单位粒度,统计起止日,统计窗口,口径版本,指标口径类型,口径类型,数据性质,基期,假期天数,数值类型,采集日期,缺口标记,来源机构,报告/资料名,发布时间,可信度等级,URL,备注
2026,春节,游客画像,2026国庆国内旅游出游人次(预测),中心值约7.4(区间7.0-7.8),亿人次,总量,预计2026-10-01,预计2026十一(7天),7天口径(待回填),出游规模,测算,预计,无,7天口径,水平值,2026-08-21,预判待回填,基于2026春节9天5.96亿+per-day稳态的推断,2026春节预测台账,2026-08-21,D,https://www.gov.cn/yaowen/liebiao/202602/content_7059241.htm,预测ID=2026国庆-F01；置信度中；十一7天口径，与春节9天须per-day折算后比
2026,春节,游客画像,2026国庆国内旅游出游总花费(预测),中心值约9000(区间8400-9600),亿元,总量,预计2026-10-01,预计2026十一(7天),7天口径(待回填),旅游收入,测算,预计,无,7天口径,水平值,2026-08-21,预判待回填,基于2026春节花费增速与入境走强的推断,2026春节预测台账,2026-08-21,D,https://www.gov.cn/yaowen/liebiao/202602/content_7059241.htm,预测ID=2026国庆-F02；置信度中低；7天口径
2026,春节,游客画像,"人均旅游消费(per-trip,测算)",1348.13,元/人次,人均trip,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,旅游收入,测算,推算,2025同期(8天),9天口径,水平值,2026-08-21,缺口-测算,测算(=8034.83亿元/5.96亿人次),派生自文旅部数据,2026-02-24,D,https://www.gov.cn/yaowen/liebiao/202602/content_7059241.htm,"测算值,D级；非官方直接披露；人均仅指per-trip"
2026,春节,游客画像,"人均旅游消费同比(per-trip,测算)",-0.2,%,比率,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,旅游收入,测算,推算,2025同期(8天),9天口径,增速,2026-08-21,缺口-测算,测算(1348.13 vs 1351.30元),派生自文旅部数据,2026-02-24,D,https://www.gov.cn/yaowen/liebiao/202602/content_7059241.htm,测算D级；2026人均1351.30；人均基本持平微降，量增价稳
2026,春节,游客画像,国内旅游出游人次,5.96,亿人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,出游规模,实测,实际,2025同期(8天),9天口径,水平值,2026-08-21,无,文化和旅游部数据中心,春节假期全国国内出游人次和总花费均创历史新高(央视/政府网),2026-02-24,A,https://www.gov.cn/yaowen/liebiao/202602/content_7059241.htm,2026春节假日9天；较2025(8天)增加0.95亿人次，总量创新高；8vs9天须per-day归一才能谈同比
2026,春节,游客画像,"国内旅游出游人次(2025基线,8天)",5.01,亿人次,总量,2025-01-28至2025-02-04,2025春节(8天),8天口径,出游规模,实测,实际,2024春节(8天),8天口径,水平值,2026-08-21,无,文化和旅游部数据中心,2025年春节假期国内出游5.01亿人次,2025-02-05,A,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/jiaodianxinwen/202502/t20250205_958229.html,2025春节8天基线；用于per-day同比折算
2026,春节,游客画像,国内旅游出游总花费,8034.83,亿元,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,旅游收入,实测,实际,2025同期(8天),9天口径,水平值,2026-08-21,无,文化和旅游部数据中心,春节假期全国国内出游人次和总花费均创历史新高(央视/政府网),2026-02-24,A,https://www.gov.cn/yaowen/liebiao/202602/content_7059241.htm,2026春节假日9天；较2025(8天)增加1264.81亿元，总量创新高；8vs9天须per-day归一
2026,春节,游客画像,"国内旅游出游总花费(2025基线,8天)",6770.02,亿元,总量,2025-01-28至2025-02-04,2025春节(8天),8天口径,旅游收入,实测,实际,2024春节(8天),8天口径,水平值,2026-08-21,无,文化和旅游部数据中心,2025年春节假期国内出游5.01亿人次,2025-02-05,A,https://www.mct.gov.cn/wlbphone/wlbydd/xxfb/jiaodianxinwen/202502/t20250205_958229.html,2025春节8天基线；用于per-day同比折算
2026,春节,游客画像,按可比天数国内出游日均水平(测算),0.662,亿人次/天,日均,2026-02-15,2026-02-15至2026-02-23(9天),日均口径,出游规模,测算,推算,2025同期(8天)日均,9天口径,水平值,2026-08-21,缺口-测算,测算(=5.96亿/9天),派生自文旅部数据,2026-02-24,D,https://www.gov.cn/yaowen/liebiao/202602/content_7059241.htm,"per-day测算,D级；2025(8天)日均0.626；per-day同比+5.7%"
2026,春节,目的地,免签政策入境外国人,46,万人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,出入境,实测,实际,2025春节日均,9天口径,水平值,2026-08-21,无,国家移民管理局,春节假期1779.6万人次出入境,2026-02-24,A,https://www.nia.gov.cn/n897453/c1766817/content.html,适用免签政策入境；较去年假期日均+28.5%
2026,春节,目的地,内地居民出入境人员,951.4,万人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,出入境,实测,实际,2025春节日均,9天口径,水平值,2026-08-21,无,国家移民管理局,春节假期1779.6万人次出入境,2026-02-24,A,https://www.nia.gov.cn/n897453/c1766817/content.html,较去年假期日均+10.2%
2026,春节,目的地,出入境人员日均同比(日均口径),+10.1,%,比率,2026-02-15,2026-02-15至2026-02-23(9天),日均口径,出入境,实测,实际,2025春节日均,9天口径,增速,2026-08-21,无,国家移民管理局,春节假期1779.6万人次出入境,2026-02-24,A,https://www.nia.gov.cn/n897453/c1766817/content.html,日均197.7万人次，较去年春节假期日均+10.1%
2026,春节,目的地,单日出入境通关最高峰,225.9,万人次,总量,2026-02-21,(2026-02-21),9天口径,出入境,实测,实际,无,9天口径,水平值,2026-08-21,无,国家移民管理局,春节假期1779.6万人次出入境,2026-02-24,A,https://www.nia.gov.cn/n897453/c1766817/content.html,单日最高出现在2月21日
2026,春节,目的地,外国人出入境人员,131.3,万人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,出入境,实测,实际,2025春节日均,9天口径,水平值,2026-08-21,无,国家移民管理局,春节假期1779.6万人次出入境,2026-02-24,A,https://www.nia.gov.cn/n897453/c1766817/content.html,较去年假期日均+21.8%
2026,春节,目的地,春节假期出入境人员总量,1779.6,万人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,出入境,实测,实际,2025春节日均,9天口径,水平值,2026-08-21,无,国家移民管理局,春节假期1779.6万人次出入境,2026-02-24,A,https://www.nia.gov.cn/n897453/c1766817/content.html,全国边检机关查验；日均197.7万
2026,春节,目的地,港澳台居民出入境人员,696.9,万人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,出入境,实测,实际,2025春节日均,9天口径,水平值,2026-08-21,无,国家移民管理局,春节假期1779.6万人次出入境,2026-02-24,A,https://www.nia.gov.cn/n897453/c1766817/content.html,较去年假期日均+8%
2026,春节,酒店,STR每房收入指数,105,(指数),总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,住宿,平台披露,实际,2025春节,9天口径,水平值,2026-08-21,无,STR,迈点:2026中国酒店业春节市场总结,2026-02-24,C,http://m.toutiao.com/group/7617141802268705330/,春节期间每房收入指数105，明显优于2025；STR口径非全市场
2026,春节,酒店,华住总接待人次及间夜同比,+约20,%,比率,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,住宿,平台披露,实际,2025春节,9天口径,增速,2026-08-21,无,华住集团,华住春节总接待人次及间夜数同比提升约20%,2026-02-24,C,https://www.163.com/dy/article/KMMJ4LC80539ABYY.html,单集团口径，非全市场；3天以上度假型订单+12.4%
2026,春节,酒店,华住接待港澳台及海外游客,11,万人次,总量,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,住宿,平台披露,实际,2025春节,9天口径,水平值,2026-08-21,无,华住集团,华住春节总接待人次及间夜数同比提升约20%,2026-02-24,C,https://www.163.com/dy/article/KMMJ4LC80539ABYY.html,同比+43.4%；受益入境游/过境开放；单集团口径
2026,春节,酒店,华住春节入住高峰出租率(年初四),91,%,总量,2026-02-20,(2026-02-20 年初四),9天口径,住宿,平台披露,实际,2025春节峰值,9天口径,水平值,2026-08-21,无,华住集团,华住春节总接待人次及间夜数同比提升约20%,2026-02-24,C,https://www.163.com/dy/article/KMMJ4LC80539ABYY.html,年初四峰值出租率91%，较2025春节峰值+10个百分点；单集团口径
2026,春节,酒店,"行业每房收入(RRP,订单来了口径)",291.70,元/间夜,每间夜,2026-02-15,2026-02-15至2026-02-23(9天),9天口径,住宿,平台披露,实际,2025春节,9天口径,水平值,2026-08-21,无,订单来了《2026年春节酒店民宿行业数据报告》,迈点:2026中国酒店业春节市场总结,2026-02-24,C,http://m.toutiao.com/group/7617141802268705330/,每房收入同比+2.28%；该平台自身口径，非全市场；另有STR指数105
2026,五一,交通出行,全社会跨区域人员流动量,151712.8,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,跨区域人员流动量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部(中国政府网/新华社转引),五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均30342.56万；同比+3.49%（央视另报15.25亿+4%，双口径并列，以交通运输部实测15.17亿为准）
2026,五一,交通出行,公路人员流动量,139172,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,公路人员流动量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部,五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,同比+3.51%；其中非营业性小客车119287万(+2.57%)、营业性19885万(+9.53%)
2026,五一,交通出行,国铁集团假期运输累计发送旅客(4/29-5/6),1.17,亿人次,亿人次,2026-04-29 至 2026-05-06,8天,8天口径,铁路客运量,官方跨区域(含自驾),实际,累计(窗口内),5,水平值,2026-08-23,空,国铁集团(人民网转引),2026年五一铁路运输,2026-05-07,A,https://finance.people.com.cn/BIG5/n1/2026/0507/c1004-40714953.html,8天运输窗口；5月1日峰值约2400万；12306累计售票8302万张
2026,五一,交通出行,民航客运量,1054,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,民航客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,已回填(预测1175万),交通运输部,五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均210.8万；同比-5.74%（节前预测1175万，实测-10.3%，已回填核验）
2026,五一,交通出行,民航航班正常率,97.2,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,民航客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,民航局(人民网转引),五一交通出行,2026-05-07,A,https://finance.people.com.cn/BIG5/n1/2026/0507/c1004-40714953.html,较去年同期提高7.2个百分点，运行效率提升
2026,五一,交通出行,水路客运量,849.2,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,水路客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部,五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均169.84万；同比-1.37%
2026,五一,交通出行,铁路客运量,10637.7,万人次,人次,2026-05-01 至 2026-05-05,5天,5天口径,铁路客运量,官方跨区域(含自驾),实际,同比,5,增长率,2026-08-23,空,交通运输部(中国政府网转引),五一假期交通出行人数,2026-05-06,A,https://www.gov.cn/lianbo/202605/content_7067883.htm,日均2127.54万；同比+4.6%
2026,五一,交通出行,高速公路日均车流量(节前预测),6400,万辆次,辆次,2026-05-01 至 2026-05-05,5天,5天口径,高速公路车流量,官方跨区域(含自驾),预计,同比,5,增长率,2026-08-23,预判待回填,交通运输部(央广网转引),五一出行预测,2026-04-29,D,https://china.cnr.cn/news/20260429/t20260429_527605098.shtml,节前预测日均；新能源车约1540万(同比+33%)、首日7000万辆次创新高；实测总量交通运输部未单列高速公路分项
2026,五一,平台渠道,众信旅游国内产品预订,+168,%,百分比,2026-04-20 至 2026-05-05,假期前预订,5天口径,平台GMV,平台自披露,实际,无(水平值),5,水平值,2026-08-23,空,众信旅游,五一预订数据,2026-04-20,C,https://travel.gmw.cn/2026-04/20/content_38719445.htm,假期前预订口径(4/20)；预计接待破2万人次
2026,五一,平台渠道,"出境游订单(某聚合分析,弱溯源)",约-23,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,弱溯源,实际,同比,5,增长率,2026-08-23,空,某聚合分析(弱溯源),五一趋势分析,2026-05,D,https://ren.cz001.com.cn/index.php?c=Wap&m=detail&id=186557,弱溯源：与飞猪/同程/途牛等多家主流平台(长线出境+50%至翻倍)冲突，仅并列说明，不采为主口径
2026,五一,平台渠道,去哪儿多城串游酒店订单,+118,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,去哪儿,五一旅行报告,2026-04-30,C,https://finance.sina.com.cn/jjxw/2026-04-30/doc-inhwhraa6227413.shtml,国内自驾游+近六成
2026,五一,平台渠道,去哪儿小城酒店预订(定安/泸州/中山),+8.7/+5.3/+4.3倍,倍,复合,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,无(水平值),5,复合,2026-08-23,空,去哪儿,五一出游报告,2026-05,C,https://tidenews.com.cn/news.html?id=3437033,平台自身口径
2026,五一,平台渠道,抖音酒店宾馆团购销售额,+86,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,抖音生活服务,五一消费观察,2026-05-06,C,http://mrdx.cn/h5/mrdx/content/20260506/Articel01001NR.htm,平台自身口径
2026,五一,平台渠道,携程深度文化游人次,+52.3,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,携程,五一报告,2026-05,C,http://m.xfrb.com.cn/article/focus/11365971944237.html,平台自身口径
2026,五一,平台渠道,淘宝天猫XR设备/AI机器人销售额,+400%/+100,%,复合,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,无(水平值),5,复合,2026-08-23,空,淘宝天猫,五一消费数据,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,运动相机+400%、移动电源+70%
2026,五一,平台渠道,美团洛阳景区订单量,+35,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,美团,五一消费观察,2026-05-08,C,https://finance.people.com.cn/BIG5/n1/2026/0508/c1004-40715445.html,20-30岁占比近一半
2026,五一,平台渠道,途牛境内打包旅游产品,+10,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,途牛,五一消费趋势报告,2026-04,C,https://travel.gmw.cn/2026-04/20/content_38719445.htm,自驾游+50%、自由行+近20%
2026,五一,平台渠道,飞猪/小红书AI出行咨询量,+56,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,飞猪/小红书,五一出行趋势报告,2026-05,C,https://epaper.stcn.com/con/202605/06/content_2921965.html,美团AI管家查询+89%
2026,五一,平台渠道,飞猪乐园/名人故居门票预订,+约50,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,飞猪,五一出行报告,2026-05,C,https://tidenews.com.cn/news.html?id=3437033,平台自身口径
2026,五一,平台渠道,飞猪出境一日及多日游商品,+50,%,百分比,2026-05-01 至 2026-05-05,5天,5天口径,平台GMV,平台自披露,实际,同比,5,水平值,2026-08-23,空,飞猪/小红书,五一出行趋势报告,2026-05,C,https://epaper.stcn.com/con/202605/06/content_2921965.html,平台自身口径
2026,五一,总体,五一档电影票房,7.58,亿元,亿元,2026-05-01 至 2026-05-05,5天,5天口径,电影票房,官方总量,实际,同比,5,增长率,2026-08-23,空,国家电影局(央视网转引),“电影+”新观察,2026-05-07,A,https://news.cctv.com/2026/05/07/ARTIgb2BANbInuXIIXLxp2ES260507.shtml,观影2084.19万(+10.23%)；均价36.3元(-8%)；放映237.6万场
2026,五一,总体,人均每次旅游消费(测算),570.44,元,人均trip,2026-05-01 至 2026-05-05,5天,5天口径,旅游总花费,测算,推算,同比,5,水平值,2026-08-23,测算待核,AI测算(总花费/出游人次),内部测算,2026-08-23,D,https://www.mct.gov.cn/preview/whzx/whyw/202605/t20260506_965708.htm,1854.92亿÷3.25亿；较2025(574.10元)约-0.64%，人均消费见顶回落
